pk,symbol,name,sector,industry
2377,EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
2378,EAST,Eastside Distilling Inc,Consumer Non-Durables,Beverages (Production/Distribution)
2379,EAT,Brinker International Inc,Consumer Services,Restaurants
2380,EB,Eventbrite Inc,Technology,EDP Services
2381,EBAC,European Biotech Acquisition Corp,Finance,Business Services
2382,EBACU,European Biotech Acquisition Corp,Finance,Business Services
2383,EBAY,eBay Inc,Consumer Services,Catalog/Specialty Distribution
2384,EBC,Eastern Bankshares Inc,Finance,Major Banks
2385,EBET,Esports Technologies Inc,Consumer Services,Services-Misc. Amusement & Recreation
2386,EBF,Ennis Inc,Consumer Services,Office Equipment/Supplies/Services
2387,EBIX,Ebix Inc,Technology,EDP Services
2388,EBMT,Eagle Bancorp Montana Inc,Finance,Savings Institutions
2389,EBON,Ebang International Holdings Inc,Technology,Semiconductors
2390,EBR,Centrais Electricas Brasileiras S A,Public Utilities,Electric Utilities: Central
2391,EBS,Emergent Biosolutions Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2392,EBTC,Enterprise Bancorp Inc,Finance,Major Banks
2393,EC,Ecopetrol S,Energy,Oil & Gas Production
2394,ECAT,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
2395,ECC           ,Eagle Point Credit Company Inc,Finance,Trusts Except Educational Religious and Charitable
2396,ECC^D,Eagle Point Credit Company Inc,,
2397,ECCC,Eagle Point Credit Company Inc,Finance,Trusts Except Educational Religious and Charitable
2398,ECCV,Eagle Point Credit Company Inc,Finance,Trusts Except Educational Religious and Charitable
2399,ECCW,Eagle Point Credit Company Inc,Finance,Trusts Except Educational Religious and Charitable
2400,ECCX,Eagle Point Credit Company Inc,Finance,Trusts Except Educational Religious and Charitable
2401,ECF,Ellsworth Growth and Income Fund Ltd,Finance,Finance/Investors Services
2402,ECF^A,Ellsworth Growth and Income Fund Ltd,,
2403,ECL,Ecolab Inc,Consumer Non-Durables,Package Goods/Cosmetics
2404,ECOL,US Ecology Inc,Public Utilities,Environmental Services
2405,ECOM          ,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software
2406,ECOR,electroCore Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
2407,ECPG,Encore Capital Group Inc,,
2408,ECVT,Ecovyst Inc,Basic Industries,Major Chemicals
2409,ED,Consolidated Edison Inc,Public Utilities,Power Generation
2410,EDAP,EDAP TMS S,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
2411,EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc,Finance,Finance Companies
2412,EDF,Stone Harbor Emerging Markets Income Fd,Finance,Investment Managers
2413,EDI,Stone Harbor Emerging Markets Total Income Fd,Finance,Finance Companies
2414,EDIT,Editas Medicine Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2415,EDN,Empresa Distribuidora Y Comercializadora Norte S,Public Utilities,Electric Utilities: Central
2416,EDNC,Endurance Acquisition Corp,,
2417,EDNCU,Endurance Acquisition Corp,,
2418,EDNCW,Endurance Acquisition Corp,,
2419,EDR,Endeavor Group Holdings Inc,Consumer Services,Movies/Entertainment
2420,EDRY,EuroDry Ltd,Consumer Services,Marine Transportation
2421,EDSA,Edesa Biotech Inc,,
2422,EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,Consumer Services,Other Consumer Services
2423,EDTX,EdtechX Holdings Acquisition Corp,,
2424,EDTXU,EdtechX Holdings Acquisition Corp,,
2425,EDU,New Oriental Education & Technology Group Inc,Miscellaneous,Other Consumer Services
2426,EDUC,Educational Development Corporation,Consumer Services,Books
2427,EEA,The European Equity Fund Inc,Finance,Trusts Except Educational Religious and Charitable
2428,EEFT,Euronet Worldwide Inc,Technology,EDP Services
2429,EEIQ,Elite Education Group International Ltd,Consumer Services,Other Consumer Services
2430,EEX,Emerald Holding Inc,Technology,Advertising
2431,EFC,Ellington Financial Inc,Consumer Services,Real Estate Investment Trusts
2432,EFC^A,Ellington Financial Inc,,
2433,EFC^B,Ellington Financial Inc,,
2434,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
2435,EFOI,Energy Focus Inc,Consumer Durables,Building Products
2436,EFR,Eaton Vance Senior Floating-Rate Fd,Finance,Trusts Except Educational Religious and Charitable
2437,EFSC,Enterprise Financial Services Corporation,Finance,Major Banks
2438,EFSCP,Enterprise Financial Services Corporation,Finance,Major Banks
2485,ELTK,Eltek Ltd,Technology,Electrical Products
2439,EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,Finance,Finance Companies
2440,EFTR,eFFECTOR Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2441,EFTRW,eFFECTOR Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2442,EFX,Equifax Inc,Technology,Advertising
2443,EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
2444,EGBN,Eagle Bancorp Inc,Finance,Major Banks
2445,EGF,Blackrock Enhanced Government Fund Inc,Finance,Trusts Except Educational Religious and Charitable
2446,EGGF,EG Acquisition Corp,,
2447,EGHT,8x8 Inc,Technology,EDP Services
2448,EGLE,Eagle Bulk Shipping Inc,Transportation,Marine Transportation
2449,EGLX,Enthusiast Gaming Holdings Inc,,
2450,EGO,Eldorado Gold Corporation,,
2451,EGP,EastGroup Properties Inc,Consumer Services,Real Estate Investment Trusts
2452,EGRX,Eagle Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2453,EGY,VAALCO Energy Inc,Energy,Oil & Gas Production
2454,EH,EHang Holdings Limited ADS,Transportation,Air Freight/Delivery Services
2455,EHC,Encompass Health Corporation,Health Care,Medical Specialities
2456,EHI,Western Asset Global High Income Fd,Finance,Investment Managers
2457,EHTH,eHealth Inc,Finance,Specialty Insurers
2458,EIC,Eagle Point Income Company Inc,Finance,Finance/Investors Services
2459,EICA,Eagle Point Income Company Inc,Finance,Finance/Investors Services
2460,EIG,Employers Holdings Inc,Finance,Property-Casualty Insurers
2461,EIGR,Eiger BioPharmaceuticals Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2462,EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $,Finance,Finance/Investors Services
2463,EIX,Edison International,Public Utilities,Electric Utilities: Central
2464,EJFA,EJF Acquisition Corp,Finance,Business Services
2465,EJFAU,EJF Acquisition Corp,Finance,Business Services
2466,EJFAW,EJF Acquisition Corp,Finance,Business Services
2467,EJH,E-Home Household Service Holdings Limited Ordinary Shares,Consumer Services,Other Consumer Services
2468,EKSO,Ekso Bionics Holdings Inc,Health Care,Medical/Dental Instruments
2469,EL,Estee Lauder Companies Inc,Consumer Non-Durables,Package Goods/Cosmetics
2470,ELA,Envela Corporation,Consumer Non-Durables,Consumer Specialties
2471,ELAN,Elanco Animal Health Incorporated,Health Care,Biotechnology: Pharmaceutical Preparations
2472,ELAT,Elanco Animal Health Incorporated 5,Health Care,Biotechnology: Pharmaceutical Preparations
2473,ELC,Entergy Louisiana Inc,,
2474,ELDN,Eledon Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2475,ELEV,Elevation Oncology Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2476,ELF,e,Consumer Non-Durables,Package Goods/Cosmetics
2477,ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Public Utilities,Electric Utilities: Central
2478,ELMD,Electromed Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
2479,ELMS,Electric Last Mile Solutions Inc,Capital Goods,Auto Manufacturing
2480,ELMSW,Electric Last Mile Solutions Inc,Capital Goods,Auto Manufacturing
2481,ELOX,Eloxx Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2482,ELP,Companhia Paranaense de Energia (COPEL),Public Utilities,Electric Utilities: Central
2483,ELS,Equity Lifestyle Properties Inc,Consumer Services,Real Estate Investment Trusts
2484,ELSE,Electro-Sensors Inc,Capital Goods,Industrial Machinery/Components
2486,ELVT,Elevate Credit Inc,Finance,Finance Companies
2487,ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys
2488,ELYM,Eliem Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2489,ELYS,Elys Game Technology Corp,Consumer Services,Movies/Entertainment
2490,EM,Smart Share Global Limited,Consumer Services,Other Consumer Services
2491,EMAN,eMagin Corporation,Capital Goods,Industrial Machinery/Components
2492,EMBK,Embark Technology Inc,Technology,Computer Software: Prepackaged Software
2493,EMBKW,Embark Technology Inc,Technology,Computer Software: Prepackaged Software
2494,EMCF,Emclaire Financial Corp,Finance,Major Banks
2495,EMD,Western Asset Emerging Markets Debt Fd,Finance,Finance/Investors Services
2496,EME,EMCOR Group Inc,Capital Goods,Engineering & Construction
2497,EMF,Templeton Emerging Markets Fd,Finance,Finance/Investors Services
2498,EMKR,EMCORE Corporation,Technology,Semiconductors
2499,EML,Eastern Company (The),Capital Goods,Industrial Specialties
2500,EMLD,FTAC Emerald Acquisition Corp,,
2501,EMN,Eastman Chemical Company,Basic Industries,Major Chemicals
2502,EMO,ClearBridge Energy Midstream Opportunity Fund Inc,Finance,Investment Managers
2503,EMP,Entergy Mississippi LLC First Mortgage Bonds 4,,
2504,EMR,Emerson Electric Company,Capital Goods,Industrial Machinery/Components
2505,EMX,EMX Royalty Corporation,,
2506,ENB,Enbridge Inc,Energy,Oil & Gas Production
2507,ENBA,Enbridge Inc 6,Energy,Oil & Gas Production
2508,ENCP,Energem Corp Class A Ordinary Shares,,
2509,ENCPU,Energem Corp Unit,,
2510,ENCPW,Energem Corp Warrant,,
2511,ENDP,Endo International plc Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
2512,ENER,Accretion Acquisition Corp,,
2513,ENERR,Accretion Acquisition Corp,,
2514,ENERU,Accretion Acquisition Corp,,
2515,ENERW,Accretion Acquisition Corp,,
2516,ENFN,Enfusion Inc,Technology,Computer Software: Prepackaged Software
2517,ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical
2518,ENIA,Enel Americas S,Public Utilities,Electric Utilities: Central
2519,ENIC,Enel Chile S,Public Utilities,Electric Utilities: Central
2520,ENJ,Entergy New Orleans LLC First Mortgage Bonds 5,Public Utilities,Power Generation
2521,ENJY,Enjoy Technology Inc,Miscellaneous,Diversified Commercial Services
2522,ENJYW,Enjoy Technology Inc,Miscellaneous,Diversified Commercial Services
2523,ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,Public Utilities,Natural Gas Distribution
2524,ENLV,Enlivex Therapeutics Ltd,Health Care,Biotechnology: Pharmaceutical Preparations
2525,ENO,Entergy New Orleans LLC First Mortgage Bonds 5,,
2526,ENOB,Enochian Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2527,ENPC,Executive Network Partnering Corporation,,
2528,ENPH,Enphase Energy Inc,Capital Goods,Electrical Products
2529,ENR,Energizer Holdings Inc,Basic Industries,Metal Fabrications
2530,ENS,EnerSys,Consumer Non-Durables,Telecommunications Equipment
2531,ENSC,Ensysce Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2532,ENSG,The Ensign Group Inc,Health Care,Hospital/Nursing Management
2533,ENSV,Enservco Corporation,Energy,Oilfield Services/Equipment
2534,ENTA,Enanta Pharmaceuticals Inc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
2539,ENTX,Entera Bio Ltd,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2540,ENV,Envestnet Inc,Technology,EDP Services
2541,ENVA,Enova International Inc,Finance,Finance: Consumer Services
2542,ENVB,Enveric Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2543,ENVX,Enovix Corporation,Capital Goods,Industrial Machinery/Components
2544,ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $,Finance,Finance/Investors Services
2545,ENZ,Enzo Biochem Inc,Health Care,Medical Specialities
2546,EOCW,Elliott Opportunity II Corp,,
2547,EOD,Allspring Global Dividend Opportunity Fd,Finance,Investment Managers
2548,EOG,EOG Resources Inc,Energy,Oil & Gas Production
2549,EOI,Eaton Vance Enhance Eq,Consumer Services,Real Estate Investment Trusts
2550,EOLS,Evolus Inc,Consumer Durables,Specialty Chemicals
2551,EOS,Eaton Vance Enhance Eq,Finance,Trusts Except Educational Religious and Charitable
2552,EOSE,Eos Energy Enterprises Inc,Technology,Electronic Components
2553,EOSEW,Eos Energy Enterprises Inc,Technology,Electronic Components
2554,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Finance,Trusts Except Educational Religious and Charitable
2555,EP,Empire Petroleum Corporation,Energy,Oil & Gas Production
2556,EP^C,El Paso Corporation,,
2557,EPAC,Enerpac Tool Group Corp,Capital Goods,Industrial Machinery/Components
2558,EPAM,EPAM Systems Inc,Technology,EDP Services
2559,EPAY,Bottomline Technologies Inc,Technology,EDP Services
2560,EPC,Edgewell Personal Care Company,Consumer Non-Durables,Package Goods/Cosmetics
2561,EPD,Enterprise Products Partners L,Public Utilities,Natural Gas Distribution
2562,EPHY,Epiphany Technology Acquisition Corp,,
2563,EPHYU,Epiphany Technology Acquisition Corp,,
2564,EPHYW,Epiphany Technology Acquisition Corp,,
2565,EPIX,ESSA Pharma Inc,,
2566,EPM,Evolution Petroleum Corporation Inc,Energy,Oil & Gas Production
2567,EPR,EPR Properties,Consumer Services,Real Estate Investment Trusts
2568,EPR^C,EPR Properties 5,,
2569,EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,,
2570,EPR^G,EPR Properties 5,,
2571,EPRT,Essential Properties Realty Trust Inc,Consumer Services,Real Estate Investment Trusts
2572,EPSN,Epsilon Energy Ltd,,
2573,EPWR,Empowerment & Inclusion Capital I Corp,,
2574,EPZM,Epizyme Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2575,EQ,Equillium Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2576,EQBK,Equity Bancshares Inc,Finance,Finance: Consumer Services
2577,EQC,Equity Commonwealth Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
2578,EQC^D,Equity Commonwealth 6,,
2579,EQD,Equity Distribution Acquisition Corp,,
2580,EQH,Equitable Holdings Inc,,
2581,EQH^A,Equitable Holdings Inc,,
2582,EQH^C,Equitable Holdings Inc,,
2583,EQHA,EQ Health Acquisition Corp,,
2584,EQIX,Equinix Inc,Consumer Services,Real Estate Investment Trusts
2585,EQNR,Equinor ASA,Energy,Integrated oil Companies
2586,EQOS,EQONEX LIMITED Ordinary Shares,Miscellaneous,Business Services
2587,EQR,Equity Residential Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
2589,EQRXW,EQRx Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2590,EQS,Equus Total Return Inc,Finance,Finance/Investors Services
2591,EQT,EQT Corporation,Energy,Oil & Gas Production
2592,EQX,Equinox Gold Corp,,
2593,ERAS,Erasca Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2594,ERC,Allspring Multi-Sector Income Fd,Finance,Finance/Investors Services
2595,ERES,East Resources Acquisition Company Class A,,
2596,ERESU,East Resources Acquisition Company Unit,,
2597,ERESW,East Resources Acquisition Company Warrant,,
2598,ERF,Enerplus Corporation,,
2599,ERH,Allspring Utilities and High Income Fd,Finance,Finance/Investors Services
2600,ERIC,Ericsson,Technology,Computer Software: Prepackaged Software
2601,ERIE,Erie Indemnity Company Class A,Finance,Specialty Insurers
2602,ERII,Energy Recovery Inc,Technology,Industrial Machinery/Components
2603,ERJ,Embraer S,Capital Goods,Aerospace
2604,ERO,Ero Copper Corp,,
2605,ERYP,Erytech Pharma S,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2606,ES,Eversource Energy (D/B/A),Public Utilities,Electric Utilities: Central
2607,ESBK,Elmira Savings Bank Elmira NY,Finance,Major Banks
2608,ESCA,Escalade Incorporated,Consumer Non-Durables,Recreational Products/Toys
2609,ESE,ESCO Technologies Inc,Capital Goods,Telecommunications Equipment
2610,ESEA,Euroseas Ltd,Transportation,Marine Transportation
2611,ESGC,Eros STX Global Corporation,Consumer Services,Movies/Entertainment
2612,ESGR,Enstar Group Limited Ordinary Shares,Finance,Property-Casualty Insurers
2613,ESGRO,Enstar Group Limited Depository Shares 7,Finance,Property-Casualty Insurers
2614,ESGRP,Enstar Group Limited Depositary Shares,Finance,Property-Casualty Insurers
2615,ESI,Element Solutions Inc,Basic Industries,Industrial Specialties
2616,ESLT,Elbit Systems Ltd,Capital Goods,Military/Government/Technical
2617,ESM,ESM Acquisition Corporation,Finance,Business Services
2618,ESMT,EngageSmart Inc,Technology,EDP Services
2619,ESNT,Essent Group Ltd,Finance,Property-Casualty Insurers
2620,ESP,Espey Mfg,Capital Goods,Industrial Machinery/Components
2621,ESPR,Esperion Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2622,ESQ,Esquire Financial Holdings Inc,Finance,Commercial Banks
2623,ESRT,Empire State Realty Trust Inc,Consumer Services,Real Estate Investment Trusts
2624,ESS,Essex Property Trust Inc,Consumer Services,Real Estate Investment Trusts
2625,ESSA,ESSA Bancorp Inc,Finance,Banks
2626,ESSC,East Stone Acquisition Corporation,Finance,Business Services
2627,ESSCW,East Stone Acquisition Corporation,Finance,Business Services
2628,ESTA,Establishment Labs Holdings Inc,Health Care,Industrial Specialties
2629,ESTC,Elastic N,Technology,Computer Software: Prepackaged Software
2630,ESTE,Earthstone Energy Inc,Energy,Oil & Gas Production
2631,ET,Energy Transfer LP Common Units,Public Utilities,Natural Gas Distribution
2632,ET^C,Energy Transfer L,,
2633,ET^D,Energy Transfer L,,
2634,ET^E,Energy Transfer L,,
2635,ETAC,E,,
2636,ETACU,E,,
2637,ETACW,E,,
2638,ETB,Eaton Vance Tax-Managed Buy-Write Income Fd,Finance,Trusts Except Educational Religious and Charitable
2639,ETD,Ethan Allen Interiors Inc,Consumer Durables,Home Furnishings
2686,EVR,Evercore Inc,Finance,Investment Managers
2640,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fd,Finance,Investment Managers
2641,ETI^,Entergy Texas Inc 5,,
2642,ETJ,Eaton Vance Risk-Managed Diversified Eq,Finance,Finance Companies
2643,ETN,Eaton Corporation,Capital Goods,Industrial Machinery/Components
2644,ETNB,89bio Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2645,ETO,Eaton Vance Tax-Advantage Global Dividend Opp,Finance,Investment Managers
2646,ETON,Eton Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2647,ETR,Entergy Corporation,Public Utilities,Electric Utilities: Central
2648,ETRN,Equitrans Midstream Corporation,Energy,Oilfield Services/Equipment
2649,ETSY,Etsy Inc,Consumer Services,Catalog/Specialty Distribution
2650,ETTX,Entasis Therapeutics Holdings Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2651,ETV,Eaton Vance Corporation,Finance,Trusts Except Educational Religious and Charitable
2652,ETW,Eaton Vance Corporation,Finance,Investment Managers
2653,ETWO,E2open Parent Holdings Inc,Technology,Computer Software: Prepackaged Software
2654,ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,Finance,Finance Companies
2655,ETY,Eaton Vance Tax-Managed Diversified Eq,Finance,Finance Companies
2656,EUCR,Eucrates Biomedical Acquisition Corp,Finance,Business Services
2657,EURN,Euronav NV Ordinary Shares,Transportation,Marine Transportation
2658,EVA,Enviva Inc,,
2659,EVAX,Evaxion Biotech A/S American Depositary Share,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2660,EVBG,Everbridge Inc,Technology,Retail: Computer Software & Peripheral Equipment
2661,EVBN,Evans Bancorp Inc,Finance,Major Banks
2662,EVC,Entravision Communications Corporation,Consumer Services,Broadcasting
2663,EVCM,EverCommerce Inc,Technology,EDP Services
2664,EVE,EVe Mobility Acquisition Corp Class A Ordinary Shares,,
2665,EVER,EverQuote Inc,Technology,EDP Services
2666,EVF,Eaton Vance Senior Income Trust,Finance,Trusts Except Educational Religious and Charitable
2667,EVFM,Evofem Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2668,EVG,Eaton Vance Short Diversified Income Fd,Finance,Investment Managers
2669,EVGN,Evogene Ltd Ordinary Shares,Basic Industries,Agricultural Chemicals
2670,EVGO,EVgo Inc,Consumer Services,Catalog/Specialty Distribution
2671,EVGOW,EVgo Inc,Consumer Services,Catalog/Specialty Distribution
2672,EVGRU,Evergreen Corporation,,
2673,EVH,Evolent Health Inc Class A,Health Care,Managed Health Care
2674,EVI,EVI Industries Inc,Capital Goods,Industrial Machinery/Components
2675,EVK,Ever-Glory International Group Inc,Consumer Non-Durables,Apparel
2676,EVLO,Evelo Biosciences Inc,Consumer Durables,Specialty Chemicals
2677,EVLV,Evolv Technologies Holdings Inc,Miscellaneous,Diversified Manufacture
2678,EVLVW,Evolv Technologies Holdings Inc,Miscellaneous,Diversified Manufacture
2679,EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $,Finance,Finance/Investors Services
2680,EVN,Eaton Vance Municipal Income Trust,Finance,Investment Managers
2681,EVO,Evotec SE,Health Care,Biotechnology: Pharmaceutical Preparations
2682,EVOJ,Evo Acquisition Corp,,
2683,EVOK,Evoke Pharma Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2684,EVOL,Evolving Systems Inc,Technology,EDP Services
2685,EVOP,EVO Payments Inc,Technology,EDP Services
2687,EVRG,Evergy Inc,Public Utilities,Power Generation
2688,EVRI,Everi Holdings Inc,Consumer Services,Recreational Products/Toys
2689,EVT,Eaton Vance Tax Advantaged Dividend Income Fd,Finance,Finance Companies
2690,EVTC,Evertec Inc,Technology,EDP Services
2691,EVTL,Vertical Aerospace Ltd,,
2692,EVV,Eaton Vance Limited Duration Income Fd,Finance,Finance/Investors Services
2693,EW,Edwards Lifesciences Corporation,Health Care,Industrial Specialties
2694,EWBC,East West Bancorp Inc,Finance,Commercial Banks
2695,EWCZ,European Wax Center Inc,Consumer Non-Durables,Package Goods/Cosmetics
2696,EWTX,Edgewise Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2697,EXAI,Exscientia Plc,,
2698,EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
2699,EXC,Exelon Corporation,Public Utilities,Power Generation
2700,EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fd,Finance,Trusts Except Educational Religious and Charitable
2701,EXEL,Exelixis Inc,Health Care,Biotechnology: Commercial Physical & Biological Resarch
2702,EXFY,Expensify Inc,Technology,Computer Software: Prepackaged Software
2703,EXG,Eaton Vance Tax-Managed Global Diversified Eq,Finance,Finance Companies
2704,EXK,Endeavour Silver Corporation,,
2705,EXLS,ExlService Holdings Inc,Technology,Retail: Computer Software & Peripheral Equipment
2706,EXN,Excellon Resources Inc,,
2707,EXP,Eagle Materials Inc,Capital Goods,Building Materials
2708,EXPD,Expeditors International of Washington Inc,Transportation,Oil Refining/Marketing
2709,EXPE,Expedia Group Inc,Transportation,Other Consumer Services
2710,EXPI,eXp World Holdings Inc,Finance,Real Estate
2711,EXPO,Exponent Inc,Consumer Services,Professional Services
2712,EXPR,Express Inc,,
2713,EXR,Extra Space Storage Inc,Consumer Services,Real Estate Investment Trusts
2714,EXTN,Exterran Corporation,Technology,Diversified Commercial Services
2715,EXTR,Extreme Networks Inc,Capital Goods,Telecommunications Equipment
2716,EYE,National Vision Holdings Inc,Health Care,Ophthalmic Goods
2717,EYEN,Eyenovia Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2718,EYES,Second Sight Medical Products Inc,Health Care,Industrial Specialties
2719,EYESW,Second Sight Medical Products Inc,Health Care,Industrial Specialties
2720,EYPT,EyePoint Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2721,EZFL,EzFill Holdings Inc,Technology,EDP Services
2722,EZGO,EZGO Technologies Ltd,Consumer Non-Durables,Motor Vehicles
2723,EZPW,EZCORP Inc,Miscellaneous,Diversified Commercial Services
2724,F,Ford Motor Company,Capital Goods,Auto Manufacturing
2725,F^B,Ford Motor Company 6,,
2726,F^C,Ford Motor Company 6% Notes due December 1 2059,,
2727,FA,First Advantage Corporation,Miscellaneous,Business Services
2728,FACA,Figure Acquisition Corp,,
2729,FACT,Freedom Acquisition I Corp,Finance,Business Services
2730,FAF,First American Corporation,Finance,Specialty Insurers
2731,FAM,First Trust/Aberdeen Global Opportunity Income Fd,Finance,Finance/Investors Services
2732,FAMI,Farmmi Inc,Consumer Non-Durables,Packaged Foods
2733,FANG,Diamondback Energy Inc,Energy,Oil & Gas Production
2734,FANH,Fanhua Inc,Finance,Specialty Insurers
2735,FARM,Farmer Brothers Company,Consumer Non-Durables,Specialty Foods
3028,FTCI,FTC Solar Inc,Technology,Semiconductors
2736,FARO,FARO Technologies Inc,Capital Goods,Industrial Machinery/Components
2737,FAST,Fastenal Company,,
2738,FAT,FAT Brands Inc,Consumer Services,Restaurants
2739,FATBB,FAT Brands Inc,Consumer Services,Restaurants
2740,FATBP,FAT Brands Inc,Consumer Services,Restaurants
2741,FATBW,FAT Brands Inc,Consumer Services,Restaurants
2742,FATE,Fate Therapeutics Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2743,FATH,Fathom Digital Manufacturing Corporation,Technology,Computer peripheral equipment
2744,FATPW,Fat Projects Acquisition Corp Warrant,,
2745,FAX,Aberdeen Asia-Pacific Income Fd,Finance,Investment Managers
2746,FB,Meta Platforms Inc,Technology,Internet and Information Services
2747,FBC,Flagstar Bancorp Inc,Finance,Savings Institutions
2748,FBHS,Fortune Brands Home & Security Inc,Consumer Durables,Building Products
2749,FBIO,Fortress Biotech Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2750,FBIOP,Fortress Biotech Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2751,FBIZ,First Business Financial Services Inc,Finance,Major Banks
2752,FBK,FB Financial Corporation,Finance,Major Banks
2753,FBMS,First Bancshares Inc,Finance,Major Banks
2754,FBNC,First Bancorp,Finance,Major Banks
2755,FBP,First BanCorp,Finance,Major Banks
2756,FBRT,Franklin BSP Realty Trust Inc,Consumer Services,Real Estate Investment Trusts
2757,FBRT^E,Franklin BSP Realty Trust Inc,,
2758,FBRX,Forte Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2759,FC,Franklin Covey Company,Consumer Services,Professional Services
2760,FCAP,First Capital Inc,Finance,Savings Institutions
2761,FCAX,Fortress Capital Acquisition Corp,Finance,Business Services
2762,FCBC,First Community Bankshares Inc,Finance,Major Banks
2763,FCCO,First Community Corporation,Finance,Major Banks
2764,FCEL,FuelCell Energy Inc,Public Utilities,Electric Utilities: Central
2765,FCF,First Commonwealth Financial Corporation,Finance,Major Banks
2766,FCFS,FirstCash Holdings Inc,Miscellaneous,Diversified Commercial Services
2767,FCN,FTI Consulting Inc,Consumer Services,Professional Services
2768,FCNCA,First Citizens BancShares Inc,Finance,Major Banks
2769,FCNCO,First Citizens BancShares Inc,Finance,Major Banks
2770,FCNCP,First Citizens BancShares Inc,Finance,Major Banks
2771,FCO,Aberdeen Global Income Fund Inc,Finance,Investment Managers
2772,FCPT,Four Corners Property Trust Inc,Consumer Services,Real Estate Investment Trusts
2773,FCRD,First Eagle Alternative Capital BDC Inc,Finance,Finance/Investors Services
2774,FCRX,First Eagle Alternative Capital BDC Inc,,
2775,FCT,First Trust Senior Floating Rate Income Fd,Finance,Finance Companies
